accuracy,precision_riesgo,recall_riesgo,f1_riesgo,training_time_seconds,prediction_time_seconds,total_time_seconds,random_state
0.9421487603305785,0.9321428571428572,0.9190140845070423,0.925531914893617,0.015600321000420081,0.00213849100009611,0.01773881200051619,42
